Number,Label,Name,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,E_place,S_gw,E_conf_gw,E_score1_gw,E_refine_gw,S_ase,E_conf_ase,E_score1_ase,E_refine_ase,S_adg,E_conf_adg,E_score1_adg,E_refine_adg,S_ahb,E_conf,E_score1_ahb,E_refine_ahb,S_ldg,E_conf_ldg,E_score1_ldg,E_refine_ldg
36,1,CHEMBL209815,-7.091,-0.203,-0.6629999999999999,-1.557,-7.091,-3.478,0.0,-0.679,-48.279,-7.093,0.545,0.0,-78.36399999999998,-55.372,10.92,42.1564,0.8143,48.0085,-11.1924,-13.4771,85.8784,1.0315,-85.6917,3.6497,-6.7167,-2.0,-78.2593,0.2423,31.453000000000007,38.784,3.3735,3.9575,-193.92,28.9341,2.8692,1.8396,-33.6429,1.8701,241.5548,2.4786,-88.024651,-7.2110462,-33.078396000000005,-8.983247800000001,-43.076408,-6.2369943,-32.982822,-12.544162,-42.479403999999995,-5.0459762,-32.986176,-12.544162,-42.478004,-50.532429,-32.98418,-12.544162,-42.478195,-12.59567,-32.984043,-12.544162,-42.479553
37,1,CHEMBL210264,-9.859,-0.34,-1.044,-2.257,-9.859,-4.7010000000000005,-0.168,-2.256,-46.274,-7.255,0.737,-0.069,-87.171,-53.529,11.783,50.7404,2.9528,40.5311,-5.9779,-1.9648,81.2967,1.0,-80.5207,1.6033,-7.2197,-1.0,-74.4282,0.243,31.9016,36.12,0.0069,4.2114,-180.6,32.9499,0.4902,1.117,-34.5571,1.9057,232.5227,1.7551,-67.819313,-6.7719631,-24.522064,-10.093306,-37.752922,-11.433073,-24.495344,-12.177432000000001,-37.243916,-4.8670754,-24.495348,-12.177432000000001,-37.243908000000005,-100.64390999999999,-24.495345999999998,-12.177432000000001,-37.243908000000005,-12.194510000000001,-24.49535,-12.177432000000001,-37.243904
38,1,CHEMBL210741,-9.231,-0.298,-0.935,-2.082,-9.231,-4.109,-0.2,-2.097,-40.978,-8.868,0.6459999999999999,-0.093,-80.625,-49.846,11.309,48.5474,2.8027,49.0128,-11.9818,-9.6661,80.6545,2.0,-75.1536,0.8364,-0.4807,-1.0,-75.4729,0.1877,27.5406,32.251999999999995,0.3808,4.3306,-161.26,29.892,2.2045,1.1313,-33.2278,1.8726,222.2865,1.7634,-40.06942,-7.0832771999999995,-1.0790433000000001,-10.399275999999999,-51.956223,-13.203091,-0.78027773,-12.203272,-51.548489000000004,-4.003143799999999,-0.78019398,-12.203272,-51.548409,-96.982727,-0.78023368,-12.203272,-51.548443,-12.270183,-0.78019261,-12.203272,-51.548404999999995
39,1,CHEMBL213184,-7.766,-0.21600000000000005,-0.7120000000000001,-1.694,-7.766,-4.166,-0.2,-0.882,-47.246,-5.49,0.722,-0.054000000000000006,-80.484,-52.736,14.84,32.4197,9.6079,49.0228,-10.4518,-34.1428,90.6884,2.96,-82.5215,2.3247,-4.4699,-2.0,-79.0952,1.6834,32.8368,39.35,1.776,4.7371,-196.75,31.4157,1.7833,1.5893,-34.7884,1.8915,249.4381,2.4193,-37.606102,-8.1360645,63.055983999999995,-10.328049,-46.968994,-8.0684376,63.233025,-14.040332000000001,-46.397179,-5.8617767999999995,63.233025,-14.040332000000001,-46.397171,-75.460342,63.233020999999994,-14.040332000000001,-46.397194,-14.194788,63.233020999999994,-14.040332000000001,-46.397194
40,1,CHEMBL213686,-8.072000000000001,-0.231,-0.754,-1.7719999999999998,-8.072000000000001,-4.225,-0.2,-0.8109999999999999,-48.824,-6.572,0.67,-0.079,-84.399,-55.396,8.941,1.8181,0.0,34.8016,-11.1105,-34.9235,70.1037,0.0,-71.4393,2.2644,-3.4271,0.0,-69.3593,0.1211,25.4,32.082,0.6329,6.0491,-160.41,27.5784,0.7727,3.1905,-31.5416,2.623,201.0593,2.4309,-56.556622,-7.004858500000001,-42.354099,-8.894545599999999,-37.387035,-8.2413273,-42.191734000000004,-12.213663,-37.204304,-5.171670400000001,-42.191738,-12.213663,-37.204304,-46.851504999999996,-42.191734000000004,-12.213663,-37.204304,-12.309997000000001,-42.19173,-12.213663,-37.204308000000005
41,1,CHEMBL228369,-5.309,-0.221,-0.638,-1.271,-5.309,-2.458,0.0,-1.529,-41.305,0.087,0.731,0.0,-52.273,-41.218,5.131,58.6774,0.7354,49.6768,-8.4083,-1.9553,70.6042,0.0,-70.3511,2.1231,-2.3509,0.0,-70.8985,1.1605,17.0114,20.262,1.2633,1.9873,-101.31,26.1534,1.2759,0.1708,-27.6002,0.9978,184.4215,1.0897,-42.361958,-6.753291099999999,27.690552,-9.2719612,-50.114853000000004,-3.3151915,27.679398,-9.372388800000001,-49.635719,-2.7464137,27.679398,-9.372388800000001,-49.635719,-36.155483000000004,27.679398,-9.372388800000001,-49.635719,-9.330205900000001,27.679398,-9.372388800000001,-49.635719
42,1,CHEMBL232133,-7.62,-0.254,-0.789,-1.731,-7.62,-4.188,-0.08199999999999999,-1.459,-41.819,-2.27,0.6409999999999999,-0.1,-64.381,-44.089,8.404,55.2985,6.5175,40.4977,-2.8682,-4.0351,87.5933,2.0,-84.6737,2.089,-5.9636,-1.0,-78.4929,0.0855,32.402,33.36,0.0582,0.8998,-166.8,33.9816,0.2552,0.2064,-34.4433,1.8269,256.692,2.8014,-81.56525400000001,-8.294544199999999,56.017715,-14.200171,-76.339218,-7.846788900000001,56.024597,-14.631618,-75.889648,-3.9713082,56.024586,-14.631618,-75.88963299999999,-90.943283,56.02459,-14.631618,-75.889641,-14.58866,56.02459,-14.631618,-75.889641
43,1,CHEMBL239414,-5.475,-0.161,-0.522,-1.21,-5.475,-1.936,0.0,-1.046,-37.799,-7.24,0.55,-0.067,-61.328,-45.039,6.729,54.6106,0.308,47.8358,-7.1629999999999985,-4.3086,92.47,0.0,-95.2203,1.8277,-9.7376,0.0,-87.8462,0.0791,33.8563,37.744,0.0515,3.8361,-188.72,35.3161,0.4084,1.036,-36.7605,0.9693,275.6914,1.6456,-78.029709,-8.4873419,30.055003999999997,-10.670392999999999,-60.656879,-13.763832999999998,30.048096,-11.229703,-59.571339,-4.484442700000001,30.048098,-11.229703,-59.571339,-99.203094,30.048096,-11.229703,-59.571339,-11.210189999999999,30.048096,-11.229703,-59.571339
44,1,CHEMBL239415,-5.284,-0.17,-0.535,-1.192,-5.284,-2.197,-0.005,-1.0490000000000002,-34.815,-5.55,0.5429999999999999,-0.002,-52.078,-40.365,4.751,57.1254,0.602,47.3081,-7.0069,-1.5183,92.1145,0.0,-94.7703,1.4758,-10.1076,0.0,-87.1283,0.0861,36.0635,38.63800000000001,0.0029,2.5716,-193.19,33.0496,0.1153,0.8483,-34.0132,0.0,276.5167,1.4919,-55.673485,-8.3164959,86.040962,-9.578152699999999,-56.171627,-15.628353,86.216835,-13.908666,-55.361652,-4.0077672,86.216835,-13.908666,-55.361652,-101.73048,86.216835,-13.908666,-55.361652,-13.755837,86.216835,-13.908666,-55.361652
45,1,CHEMBL240497,-5.6389999999999985,-0.17600000000000002,-0.5589999999999999,-1.263,-5.6389999999999985,-2.632,0.0,-1.267,-41.033,-1.371,0.517,0.0,-54.206,-42.405,7.002999999999999,47.3127,0.0,43.0244,-7.7381,-4.1078,92.0036,1.0,-91.7033,1.6376,-10.5269,-1.0,-81.2254,0.1956,28.7777,36.536,4.9095,2.8488,-182.68,29.4321,5.0038,1.4122,-35.8482,0.0,291.9549,1.4807,-53.815757999999995,-8.5574713,69.973541,-11.566178,-64.743301,-16.033842,69.972939,-13.892104999999999,-63.686363,-4.1193833,69.972939,-13.892104999999999,-63.686363,-107.87342,69.972939,-13.892104999999999,-63.686363,-13.916742000000001,69.972939,-13.892104999999999,-63.686363
46,1,CHEMBL240498,-7.215,-0.24,-0.747,-1.639,-7.215,-4.237,0.0,-1.268,-39.791,-1.521,0.5720000000000001,-0.064,-56.932,-41.31100000000001,5.848,50.4397,0.0,41.13,-2.9234,-3.1907,76.7489,0.0,-77.378,0.6082,-2.6019,0.0,-76.1225,0.0832,39.0819,41.574,0.1081,2.384,-207.87,32.522,0.1486,0.8276,-33.4982,0.0032,273.3574,1.5529,-49.035641,-6.9451250999999985,51.115177,-8.806771300000001,-45.947472,-14.734564,51.088654,-8.9231339,-44.611912,-3.6566343,51.088654,-8.9231339,-44.611912,-93.851959,51.088654,-8.9231339,-44.611912,-8.9243402,51.088654,-8.9231339,-44.611912
47,1,CHEMBL240704,-9.428,-0.304,-0.955,-2.126,-9.428,-4.371,0.0,-2.241,-46.79,-6.2029999999999985,0.536,-0.08199999999999999,-85.01700000000002,-52.993,7.524,46.3345,0.0,41.7559,-8.4057,-2.6741,89.8187,0.0,-93.9467,2.3926,-9.5268,0.0,-85.9232,0.0781,36.2496,39.064,0.1111,2.7033,-195.32,34.5775,0.125,1.3371,-36.0396,0.9807,267.985,1.5899,-60.909676,-6.5120864,32.839504,-9.5902853,-35.130486,-10.933964999999999,33.073260999999995,-11.234414,-35.580334,-4.8954496,33.069297999999996,-11.234414,-35.580467,-74.412949,33.074406,-11.234414,-35.586208,-11.570793,33.065796,-11.234414,-35.583397
48,1,CHEMBL241754,-9.531,-0.3670000000000001,-1.086,-2.238,-9.531,-4.371,-0.161,-2.366,-43.651,-6.504,0.596,-0.071,-84.906,-50.155,4.31,29.8547,0.0673,42.7772,-7.3404,-21.6907,85.4512,1.0,-85.2179,1.5816,-9.9123,-1.0,-75.6267,0.181,28.3561,33.98,1.8366,3.7873,-169.9,30.032,2.4337,2.4149,-34.8806,1.9766,233.3576,1.7594,-59.879585,-6.3225455,-36.705436999999996,-10.520429,-34.079494,-10.931664,-36.692921000000005,-11.058879,-34.041779,-4.3482327000000005,-36.692921000000005,-11.058879,-34.041779,-86.043022,-36.692921000000005,-11.058879,-34.041779,-11.079385,-36.692921000000005,-11.058879,-34.041779
49,1,CHEMBL242181,-5.6320000000000014,-0.256,-0.7170000000000001,-1.3769999999999998,-5.6320000000000014,-1.386,-0.16,-2.114,-29.351,-4.644,0.348,-0.157,-46.282,-33.995,2.094,24.9084,0.0,19.6608,-2.2721,0.147,45.166,0.0,-45.5134,0.6723,-8.3145,-1.6257,-35.7653,0.3056,19.7047,20.824,0.4659,0.6534,-104.12,20.0074,0.2422,0.1125,-20.3621,0.9999,98.6547,0.0,-75.466347,-6.2209096,-161.81348,-11.960398,-41.762295,-8.9157391,-161.80132,-7.9839549,-41.736145,-3.3368301,-161.80132,-7.9839549,-41.736145,-92.916679,-161.80132,-7.9839549,-41.736145,-7.968499700000001,-161.80133,-7.9839549,-41.736145
50,1,CHEMBL242182,-5.261,-0.239,-0.67,-1.286,-5.261,-1.251,-0.359,-1.741,-28.835,-5.48,0.364,-0.01,-43.941,-34.315,2.959,38.3422,0.021,31.2563,-1.8535,-2.8028,47.6978,1.0,-44.7943,0.5482,-4.3151,-1.0,-39.7197,0.1203,20.6788,23.078000000000007,1.8659,0.5333,-115.39,24.0533,1.8491,0.0031,-25.9056,0.9805,146.5858,0.0,-95.195663,-6.3261456,-188.04471999999998,-11.386135000000001,-44.07972,-6.6447687,-188.07195,-7.320617200000001,-44.152172,-3.0425577,-188.07195,-7.320617200000001,-44.152172,-76.057594,-188.07195,-7.320617200000001,-44.152172,-7.2911291,-188.07195,-7.320617200000001,-44.152172
51,1,CHEMBL243668,-5.78,-0.275,-0.759,-1.429,-5.78,-1.585,-0.16,-2.437,-27.911,-3.842,0.413,-0.039,-43.089,-31.753,1.972,31.8081,0.0862,27.2585,-1.0935,-4.6651,46.902,0.9913,-43.9497,0.0139,-0.7493,-0.9947,-43.307,0.1783,23.3064,24.268,0.0126,0.949,-121.34,22.1474,0.8854,0.0713,-23.104,0.9984,122.1309,0.0,-64.562531,-6.0744538,-59.472694,-9.178257,-43.392544,-8.5923986,-59.457043000000006,-8.086091999999999,-42.722621999999994,-2.9871221,-59.457039,-8.086091999999999,-42.722621999999994,-85.371361,-59.457039,-8.086091999999999,-42.722621999999994,-8.3888464,-59.457039,-8.086091999999999,-42.722621999999994
52,1,CHEMBL243669,-6.023,-0.274,-0.767,-1.472,-6.023,-1.62,-0.16,-2.246,-27.26,-5.374,0.338,-0.165,-45.565,-32.634,1.855,29.1365,0.1686,23.0227,-3.1892,0.5009,50.0429,1.0,-48.4072,1.1808,-4.6697,-1.0,-41.7268,0.0661,23.2093,24.93,0.2533,1.4674,-124.65,23.9591,0.7979,0.9469,-25.7039,1.9932,115.955,0.0,-78.426048,-6.2376842,-117.7338,-12.10617,-41.407115999999995,-7.4955134,-117.72495,-7.9159431,-41.256747999999995,-3.3066142,-117.72495,-7.9159431,-41.256747999999995,-107.80515,-117.72495,-7.9159431,-41.256747999999995,-7.9470982999999995,-117.72495,-7.9159431,-41.256747999999995
53,1,CHEMBL244329,-6.602,-0.264,-0.772,-1.565,-6.602,-2.7060000000000004,-0.32,-1.969,-32.849000000000004,-1.346,0.271,-0.033,-46.177,-34.194,4.12,27.7964,0.3445,23.0655,-2.2289,-2.0343,41.07899999999999,1.0,-38.1477,0.5329999999999999,-7.0791,-1.0,-30.1511,0.2868,17.1548,19.112,0.0,1.9572,-95.56,18.5468,0.0,1.2445,-19.7912,0.9915,94.0148,0.0,-100.36151,-6.607183900000001,-273.79623,-12.309037,-45.429478,-9.4324722,-274.24146,-8.677097300000002,-44.803123,-3.9185423999999998,-274.24146,-8.677097300000002,-44.803131,-102.12119,-274.24146,-8.677097300000002,-44.803131,-8.6697035,-274.24146,-8.677097300000002,-44.803135
54,1,CHEMBL246000,-8.234,-0.242,-0.785,-1.819,-8.234,-4.34,0.0,-1.503,-47.293,-5.1,0.7390000000000001,0.0,-79.112,-52.393,11.658,28.5545,0.0,53.5047,-8.8249,-36.1896,100.1976,0.0,-103.5824,2.3646,-12.9683,0.0,-93.0666,0.9576,42.3819,44.942,0.1599,2.4002,-224.71,35.3019,0.607,1.1787,-37.0876,0.6548,293.6334,1.9276,-77.514229,-7.303564999999999,90.18764499999999,-10.220778,-41.532821999999996,-16.624043,90.226761,-12.482498,-41.086689,-5.3785563,90.226761,-12.482498,-41.086689,-88.01463299999999,90.226761,-12.482498,-41.086689,-12.433194,90.226761,-12.482498,-41.086689
55,1,CHEMBL246001,-8.085,-0.261,-0.8190000000000001,-1.823,-8.085,-4.117,0.0,-2.005,-46.783,-1.114,0.5429999999999999,0.0,-68.345,-47.896,5.195,53.1924,0.0,43.5959,-5.2443,-1.5076,93.2138,0.0,-95.9127,1.8025,-8.2654,0.0,-89.7185,0.1837,40.3503,42.68600000000001,0.3311,2.0046,-213.43,35.9093,0.4676,0.8809,-37.2578,0.8761,279.2367,1.4919,-61.761562,-9.5339146,141.58423,-9.7290668,-91.189888,-9.770272300000002,141.46307,-8.4706936,-90.564362,-2.3356357000000005,141.46307,-8.4706936,-90.564362,-42.640476,141.46307,-8.4706936,-90.564362,-8.4579983,141.46307,-8.4706936,-90.564362
56,1,CHEMBL246422,-8.85,-0.295,-0.917,-2.011,-8.85,-4.28,0.0,-2.117,-46.78,-4.591,0.579,-0.005,-79.779,-51.371,5.809,48.9162,0.0,43.6618,-6.8573,-4.2615,92.2475,0.0,-95.702,2.1298,-7.9997,0.0,-89.8812,0.1521,38.0989,40.076,0.1337,1.8434,-200.38,37.0332,0.3434,0.994,-38.3707,0.9992,285.2365,1.4919,-62.057323,-6.8920207,82.443573,-10.457161,-35.457691,-12.943283000000001,82.62730400000001,-12.246115,-35.03159,-4.1611294999999995,82.62730400000001,-12.246115,-35.03159,-78.47461700000001,82.62730400000001,-12.246115,-35.03159,-12.227158,82.62730400000001,-12.246115,-35.03159
57,1,CHEMBL246603,-8.674,-0.271,-0.861,-1.942,-8.674,-4.276,-0.076,-1.973,-48.494,-2.938,0.517,0.0,-76.057,-51.432,5.457000000000002,52.7241,0.0,44.911,-6.9942,-2.0343,96.4578,0.0,-98.2346,1.5472,-9.2659,0.0,-91.2373,0.0833,39.8836,41.92,0.1682,1.8682,-209.6,34.3366,0.1944,0.9336,-35.4647,0.0,288.677,1.4807,-41.028423,-8.8567858,134.9133,-9.2552872,-84.03894,-9.948775300000001,135.05643,-8.713570599999999,-83.261261,-2.5201206000000003,135.05643,-8.713570599999999,-83.261261,-60.685658,135.05643,-8.713570599999999,-83.261269,-8.7202644,135.05643,-8.713570599999999,-83.261269
58,1,CHEMBL246604,-9.199,-0.329,-0.998,-2.123,-9.199,-4.327,0.0,-2.483,-46.114,-4.9,0.652,0.0,-77.492,-51.014,16.057000000000002,36.9125,5.4574,46.2068,-6.11,-25.9693,93.4602,1.0,-93.7845,2.0982,-8.6942,-1.0,-85.5903,0.1064,37.4107,39.596,0.1273,2.0581,-197.98,35.8038,0.0809,0.8781,-36.7629,0.9805,273.3632,1.5529,-64.221519,-6.4937205,97.686882,-10.210713,-35.823074,-10.825107000000001,97.713043,-11.652548,-34.933079,-4.333572900000001,97.713043,-11.652548,-34.933079,-95.47596,97.713043,-11.652548,-34.933079,-11.674539999999999,97.713043,-11.652548,-34.933079
59,1,CHEMBL247044,-5.9510000000000005,-0.213,-0.645,-1.374,-5.9510000000000005,-2.783,0.0,-1.1740000000000002,-39.927,-4.348,0.664,-0.01,-61.177,-44.275,8.37,32.2027,0.0,33.2896,-7.2044,-6.3661,71.4753,0.0,-76.4105,2.9518,-8.8484,0.0,-68.6893,0.0742,35.7977,37.464,0.1321,1.5342,-187.32,37.7316,0.1593,0.5331,-38.424,0.9981,285.5497,1.4839,-55.718486999999996,-6.4059105,91.705376,-9.2021656,-33.912903,-10.880236,91.916618,-11.333282,-33.730656,-4.0936198,91.916618,-11.333282,-33.730656,-81.02154499999999,91.916618,-11.333282,-33.730652,-11.36933,91.916618,-11.333282,-33.730647999999995
60,1,CHEMBL248244,-6.957999999999998,-0.232,-0.721,-1.581,-6.957999999999998,-3.029,0.0,-1.842,-39.378,-4.597,0.5720000000000001,0.0,-60.177,-43.976000000000006,5.043,57.7028,0.0,44.1287,-4.9088,1.9346,94.4915,0.0,-96.5363,1.7621,-9.5875,0.0,-88.2353,0.1214,38.0634,39.244,0.0543,1.1264,-196.22,33.3493,0.1008,0.0858,-33.5359,0.0,273.7712,1.5529,-52.681495999999996,-7.7599201,109.26273,-8.584419300000002,-43.642475,-15.838122,109.27136999999999,-11.290741,-43.1856,-4.0710058,109.27136999999999,-11.290741,-43.1856,-106.90973999999999,109.27136999999999,-11.290741,-43.1856,-11.277239999999999,109.27136999999999,-11.290741,-43.1856
61,1,CHEMBL248400,-6.999,-0.206,-0.667,-1.546,-6.999,-2.653,0.0,-1.945,-44.775,-4.587,0.55,-0.023,-72.96600000000002,-49.362,9.77,41.0865,0.0,46.2916,-12.0033,-10.5611,94.1207,0.0,-98.5439,2.8495,-10.1646,0.0,-88.0771,0.1993,43.5155,45.68600000000001,0.1482,2.0223,-228.43,34.1944,0.4518,0.4084,-35.0545,0.0,288.7803,1.6456,-60.724247,-7.517635799999999,81.84691600000001,-10.547199,-52.184433,-10.946047,81.877441,-13.298914000000002,-50.664120000000004,-4.7381706,81.877441,-13.298914000000002,-50.664116,-75.508995,81.877441,-13.298914000000002,-50.664120000000004,-13.459266,81.877441,-13.298914000000002,-50.664120000000004
62,1,CHEMBL249882,-5.98,-0.17600000000000002,-0.57,-1.321,-5.98,-2.498,0.0,-1.263,-42.515,-3.913,0.55,-0.057,-62.006,-46.428,12.869000000000002,45.6672,0.0732,43.9332,-8.4757,-6.3385,90.8796,0.78,-91.6227,2.0808,-4.7233,-0.8468,-87.7151,0.3382,38.4337,40.566,0.419,1.7133,-202.83,36.5252,0.3529,0.6263,-37.5044,0.9858,281.577,1.6456,-60.258549,-8.2340746,89.558167,-9.502718,-57.242458,-13.244948,89.511894,-13.287242,-56.644241,-5.0103998,89.499382,-13.287242,-56.651299,-103.52413,89.499329,-13.287242,-56.650406000000004,-13.461829999999999,89.500114,-13.287242,-56.650978
63,1,CHEMBL250125,-8.722000000000001,-0.249,-0.815,-1.915,-8.722000000000001,-4.4510000000000005,0.0,-1.274,-53.374,-5.086,0.441,-0.005,-86.661,-58.46,4.192,28.5598,0.3513,40.7774,-3.8518,-24.0086,83.6887,0.0,-85.7006,1.1339,-6.3381,0.0,-81.5753,0.2766,34.8482,38.83,2.1323,1.8495,-194.15,35.3808,1.9563,1.6031,-38.9402,0.8955,296.1022,1.6307,-76.013626,-8.0402985,102.43141999999999,-10.007503999999999,-51.479877,-13.602336,102.59579000000001,-13.150157,-50.246136,-4.989561599999999,102.59579000000001,-13.150157,-50.246140000000004,-103.58994,102.59579000000001,-13.150157,-50.246136,-13.103021,102.59579000000001,-13.150157,-50.246136
64,1,CHEMBL250126,-4.308,-0.123,-0.403,-0.946,-4.308,-1.734,0.0,-0.252,-38.958,-4.623,0.414,-0.095,-56.627,-43.581,4.82,41.0147,0.2139,34.9,-1.6137,-5.573,81.6716,0.0,-82.9314,0.7783,-8.5219,0.0,-75.4501,0.3633,33.1384,36.258,1.9356,1.1839,-181.29,38.1331,2.0106,0.9971,-41.1408,0.9738,311.6705,1.5848,-91.33689100000001,-8.0193424,104.45855999999999,-11.347599,-49.786362,-17.90612,104.44807,-15.486979000000002,-49.267365000000005,-5.0745788,104.44807,-15.486979000000002,-49.267365000000005,-114.40038999999999,104.44807,-15.486979000000002,-49.267365000000005,-15.500454000000001,104.44808,-15.486979000000002,-49.267365000000005
65,1,CHEMBL250127,-6.605,-0.245,-0.7340000000000001,-1.538,-6.605,-3.096,0.0,-1.48,-37.656,-3.817,0.426,0.0,-62.27,-41.473,1.936,38.01,0.0,36.8654,-4.1839,-8.4959,80.9081,2.7313,-74.4094,1.0577,-6.4176,-1.7377,-67.4469,0.2744,34.1481,36.738,1.3696,1.2203,-183.69,34.6978,1.3623,1.0057,-37.0657,1.5519999999999998,263.8445,1.7452,-48.297226,-6.5241218,22.129658,-13.196197,-37.317721999999996,-10.407204,22.219791,-11.404278,-37.371265,-3.6928709000000004,22.21979,-11.404278,-37.371265,-82.133797,22.21979,-11.404278,-37.371265,-11.483732,22.219791,-11.404278,-37.371265
66,1,CHEMBL250328,-6.303,-0.217,-0.6679999999999999,-1.443,-6.303,-3.45,0.0,-1.073,-38.678,-2.291,0.498,0.0,-57.033,-40.969,5.8870000000000005,40.3431,0.0,36.2129,-2.9867,-6.462999999999999,74.2173,0.0,-75.4559,0.7662,-4.587,0.0,-71.8065,0.537,34.3045,36.766,1.4554,1.0061,-183.83,33.43,1.538,0.7966,-35.7647,0.8461,268.3326,1.5376,-74.79821,-6.7255659,103.01433,-10.071353,-35.514229,-10.703022,102.90873,-10.94177,-34.998591999999995,-4.0371366,102.90873,-10.94177,-34.998589,-74.595985,102.90873,-10.94177,-34.998591999999995,-10.942789999999999,102.90873,-10.94177,-34.998591999999995
67,1,CHEMBL250533,-5.2360000000000015,-0.16399999999999998,-0.52,-1.173,-5.2360000000000015,-2.9530000000000003,0.0,-0.718,-42.104,1.003,0.39,0.0,-46.611,-41.102,14.534,42.3611,0.0,35.8587,-3.6003,-3.3443,80.9192,0.0,-82.2356,0.8249,-8.0883,0.0,-75.1371,0.2979,31.3911,34.748000000000005,1.9674,1.3895,-173.74,34.9095,2.2288,1.1472,-38.2856,0.0,311.6825,1.4302,-66.716034,-10.223362,139.11681000000002,-8.853181800000002,-106.05783999999998,-8.9445238,139.1825,-8.866813699999998,-105.48925,-1.5308861,139.1825,-8.866813699999998,-105.48931999999999,-47.426441,139.1825,-8.866813699999998,-105.48912,-8.8790426,139.1825,-8.866813699999998,-105.48929
68,1,CHEMBL251142,-9.109,-0.26,-0.851,-2.0,-9.109,-4.535,0.0,-1.36,-50.697,-7.36,0.441,-0.016,-86.305,-58.057,6.5920000000000005,44.91,0.2129,37.2292,-1.2197,-5.2733,84.8044,2.0,-81.1076,1.3012,-4.3316,-1.0,-77.3246,0.3483,35.1908,38.042,1.6252,1.226,-190.21,35.0563,1.9429,0.9819,-37.9811,0.9521,286.2891,1.6307,-84.72305300000001,-7.9416833,71.65774499999999,-9.909095800000001,-48.882038,-18.104881,71.44064300000001,-14.131971,-47.504425,-4.9003615,71.439949,-14.131971,-47.502945000000004,-112.68836999999999,71.443031,-14.131971,-47.513523,-14.566435,71.442116,-14.131971,-47.509665999999996
69,1,CHEMBL252340,-6.9,-0.238,-0.731,-1.58,-6.9,-3.899,0.0,-0.813,-46.94300000000001,-0.5660000000000001,0.386,-0.142,-66.828,-47.51,1.42,59.5767,0.0,46.2345,-3.1475,-0.8483,77.689,0.0,-78.4871,0.4187,-4.3995,-1.3414,-74.6289,1.8122,35.1558,36.192,0.5347,0.5015,-180.96,33.5246,0.8769,0.5036,-34.9051,0.8612,268.4277,1.8974,-69.008614,-6.623475599999999,-33.720905,-10.576329,-36.490215,-11.530092999999999,-33.664909,-9.6244926,-35.539227000000004,-5.0335002,-33.664909,-9.6244926,-35.539227000000004,-104.81200000000001,-33.664909,-9.6244926,-35.539227000000004,-9.615407000000001,-33.664909,-9.6244926,-35.539227000000004
70,1,CHEMBL262736,-4.948,-0.177,-0.537,-1.142,-4.948,-2.056,0.0,-0.999,-36.278,-3.979,0.519,-0.002,-50.317,-40.257,5.292999999999998,60.37600000000001,1.127,46.6541,-3.3016,-1.5988,82.7793,1.0,-87.3738,0.5674,-6.0234,-1.0,-80.3797,0.0,39.8906,41.764,0.0614,1.8121,-208.82,34.2211,0.1272,0.3496,-34.6979,0.9918,271.2328,2.2769,-70.292397,-7.2502632,35.709106,-12.123371,-52.249516,-5.8199863,35.823566,-14.445295000000002,-51.824352000000005,-3.4964781000000005,35.823566,-14.445295000000002,-51.824352000000005,-74.290329,35.823566,-14.445295000000002,-51.824352000000005,-14.392001,35.823566,-14.445295000000002,-51.824352000000005
71,1,CHEMBL377596,-8.255,-0.306,-0.917,-1.922,-8.255,-4.091,0.0,-1.633,-43.422,-5.212999999999999,0.49,-0.068,-71.176,-48.635,3.318,47.9349,0.0,38.9405,-3.1710000000000003,-2.4373,72.6947,0.0,-76.4715,0.9373,-4.9816,0.0,-72.7768,0.0,41.1367,43.764,0.0233,2.6039,-218.82,32.685,0.7327,1.1596,-34.5773,0.9863,271.3013,2.32,-67.709076,-6.6286769,131.19131000000002,-10.808102,-46.170509,-8.1280346,131.51718,-9.627480499999999,-44.983803,-4.2908745,131.51718,-9.627480499999999,-44.983803,-113.70711999999999,131.51718,-9.627480499999999,-44.983803,-9.783809699999999,131.51718,-9.627480499999999,-44.983803
72,1,CHEMBL378497,-6.033,-0.172,-0.564,-1.324,-6.033,-2.49,0.0,-1.121,-49.184,-4.28,0.705,-0.025,-71.702,-53.464,10.201,28.9407,0.0,48.2866,-5.816,-31.6374,86.1617,0.0,-87.54899999999998,0.9491,-3.0077,-0.847,-84.8631,0.2642,21.9728,27.494,0.7715,4.7497,-137.47,28.933000000000003,0.5483,1.6402,-31.1215,0.0,256.8775,1.7239,-59.978981000000005,-7.2571898,11.173846000000001,-8.731952699999999,-41.518677000000004,-8.7993507,11.034506,-11.588811,-40.448341,-5.124481200000001,11.034506,-11.588811,-40.448341,-51.616946999999996,11.034506,-11.588811,-40.448341,-11.573863000000001,11.034506,-11.588811,-40.448341
