number,name,Label,E_place,S,E_conf,E_score1,E_refine,S(2),E_conf(2),E_score1(2),E_refine(2),S(3),E_conf(3),E_score1(3),E_refine(3),S(4),E_conf(4),E_score1(4),E_refine(4),S(5),E_conf(5),E_score1(5),Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal
40,CHEMBL207993,1,-86.204529,-5.8922372,-21.888775,-12.785565,-46.444706,-138.1774,-21.887899,-12.785565,-46.446075,-20.514912,-21.88913,-12.785565,-46.444462,-8.4872179,-21.856747,-9.9710226,-46.653481,-2.5795026,-50.641838,-2.5795026,41.1212,0.4222,44.6826,-5.9174,-14.8222,94.3441,1.6,-90.015,1.0028,-10.3233,-1.7308,-79.6165,0.1584,39.8355,43.854,0.1049,3.9136,-219.27,34.3323,1.0393,0.8931,-36.2647,0.9884,279.2397,2.0265,-6.268,-0.174,-0.575,-1.368,-6.268,-3.135,-0.089,-0.057,-52.051,-7.704,0.842,-0.071,-86.127,-59.756,2.703
41,CHEMBL207993,1,-44.853878,-6.0217791,-14.162519,-13.106686,-43.830788,-102.68553,-14.159165,-13.106686,-43.824821,-17.641045,-14.163524,-13.106686,-43.829617,-8.2818155,-14.075356,-9.876627,-44.225601,-2.5795026,-50.64296,-2.5795026,28.5933,5.3676,44.7445,-8.6842,-29.6137,93.6489,2,-91.0151,2.1225,-6.9766,-1,-84.5458,0.1377,40.8454,45.722,0.1145,4.762,-228.61,38.1251,0.0907,1.6529,-39.8686,0.956,310.9682,2.0265,-9.299,-0.258,-0.853,-2.029,-9.299,-4.1,-0.2,-1.465,-53.478,-10.756,0.842,-0.089,-99.632,-64.234,17.963
42,CHEMBL208346,1,-94.523163,-5.7871485,-11.221609,-11.498973,-48.146374,-112.7753,-11.222692,-11.498973,-48.142361,-18.669556,-11.223377,-11.498973,-48.14283,-8.3391981,-11.238546,-9.3507738,-48.797028,-2.5274806,-29.340794,-2.5274806,36.3015,0.0234,40.9678,-9.685,-10.3677,97.4083,0.672,-99.0538,2.3597,-10.4382,-1,-89.5836,0.0776,39.9553,44.27,0.8741,3.4406,-221.35,36.2064,1.2463,0.7751,-38.2278,0.7692,301.2488,1.9795,-7.778,-0.21,-0.7,-1.687,-7.778,-3.157,-0.144,-1.444,-53.242,-7.291,0.803,-0.081,-87.701,-60.533,5.415
43,CHEMBL208346,1,-64.169914,-6.4282584,-12.4965,-11.039826,-44.59687,-114.4229,-12.49741,-11.039826,-44.597645,-19.22163,-12.496303,-11.039826,-44.596241,-7.7279286,-12.458579,-9.0215883,-46.088013,-2.5274806,-29.366182,-2.5274806,1.91,1.0817,50.8283,-7.4484,-61.6122,94.651,0.8288,-93.8919,1.1442,-3.5122,-1,-90.8954,0.1955,43.7676,47.816,0.1312,3.9172,-239.08,37.4106,0.224,1.0721,-38.7067,0.6112,309.8547,1.9795,-8.828,-0.239,-0.795,-1.915,-8.828,-4.494,0,-1.44,-56.36,-5.513,0.803,-0.052,-90.226,-61.873,12.313
44,CHEMBL208422,1,-101.67116,-7.6233544,-97.256157,-11.736989,-45.588253,-125.52108,-97.253868,-11.736989,-45.589828,-21.932951,-97.257011,-11.736989,-45.588238,-8.0195675,-97.222664,-10.575109,-46.436184,-2.9533768,-105.20935,-2.9533768,-33.5157,5.3576,34.5131,-5.7532,-80.5756,81.3898,0,-91.8822,1.1297,-6.816,0,-87.0532,0,38.7991,43.198,0.518,3.8809,-215.99,35.4873,0.298,0.7783,-36.5637,0,290.2235,1.1221,-6.987,-0.218,-0.693,-1.564,-6.987,-3.677,0,-0.521,-44.654,-6.074,0.517,-0.161,-72.729,-50.727,2.094
45,CHEMBL208864,1,-80.050438,-7.0853186,-36.01033,-13.112539,-45.02422,-159.67151,-36.008148,-13.112539,-45.02438,-20.365023,-36.007179,-13.112539,-45.025635,-8.6299067,-36.10157,-9.5436249,-45.205833,-2.4782546,-54.724178,-2.4782546,59.0438,10.0215,46.7389,-8.0321,-7.2116,92.5637,1.975,-89.5143,2.0082,-9.2227,-2,-80.5814,0.2252,41.0875,44.726,0.3621,3.2764,-223.63,33.8133,0.365,0.3661,-34.5444,0.9953,280.7925,2.7784,-8.129,-0.226,-0.746,-1.773,-8.129,-2.979,-0.538,-1.492,-52.975,-8.516,0.833,-0.028,-93.304,-61.491,3.282
46,CHEMBL208864,1,-74.616615,-6.0743351,33.652992,-11.898318,-51.331383,-112.13857,33.661343,-11.898318,-51.335537,-19.151524,33.655388,-11.898318,-51.333107,-8.3668318,33.797634,-9.5205717,-52.579502,-2.4782546,14.36035,-2.4782546,43.2084,2.2256,44.8985,-9.7312,-11.0214,91.7266,0.6638,-90.0149,2.3239,-9.3107,-0.7389,-82.1305,0.209,39.5331,42.948,0.3955,3.0193,-214.74,33.5265,0.2116,0.1253,-33.8635,0.9991,274.8661,2.7784,-7.948,-0.221,-0.729,-1.734,-7.948,-3.018,-0.32,-1.587,-51.818,-8.429,0.833,0,-91.257,-60.247,3.485
47,CHEMBL208864,1,-79.60936,-6.5689974,-50.732555,-12.324877,-48.85025,-140.73885,-50.730183,-12.324877,-48.851593,-21.95286,-50.732849,-12.324877,-48.850479,-8.5295238,-50.728882,-9.17976,-49.581078,-2.4782546,-54.739635,-2.4782546,51.9789,1.4163,46.0208,-5.4217,-7.2943,100.8085,0.976,-105.3554,2.0648,-13.4915,-1,-92.7408,0.2984,42.5274,46.424,0.0744,3.8222,-232.12,34.6183,0.1313,1.0766,-35.8262,0.9589,292.7874,2.7784,-9.151,-0.254,-0.839,-1.997,-9.151,-3.771,-0.16,-1.502,-49.454,-12.798,0.833,-0.158,-90.289,-62.252,17.922
48,CHEMBL208864,1,-84.104187,-7.1966667,22.404333,-12.427024,-50.367443,-160.061,22.404377,-12.427024,-50.368973,-22.232193,22.40447,-12.427024,-50.367409,-8.6116457,22.400091,-9.0755329,-50.757172,-2.4782546,14.344592,-2.4782546,57.722,2.6051,48.9578,-3.7299,-8.4702,101.5981,0.848,-105.8799,1.3594,-13.2978,-1,-94.0914,0.2993,43.5216,47.26,0.1273,3.6111,-236.3,34.548,0.1426,0.7799,-35.4705,0.9314,290.5326,2.7784,-9.445,-0.262,-0.866,-2.061,-9.445,-4.092,-0.399,-1.434,-57.889,-8.442,0.833,-0.193,-101.338,-66.331,10.032
49,CHEMBL209310,1,-89.494293,-6.0011435,19.163162,-11.90009,-48.66573,-129.99529,19.168896,-11.90009,-48.667427,-21.468832,19.17271,-11.90009,-48.67215,-8.6826925,19.071918,-10.039225,-49.102261,-2.4782546,-4.7595496,-2.4782546,54.6242,8.2782,45.4322,-10.9396,-5.1837,98.9044,1,-100.4161,2.882,-10.9829,-1,-90.5103,0.2282,39.1584,43.36,0.1348,4.0668,-216.8,33.1678,0.6235,1.1364,-34.9277,1.3333,271.3133,2.6365,-7.89,-0.219,-0.724,-1.721,-7.89,-2.885,-0.16,-1.411,-47.827,-11.457,0.833,-0.158,-88.698,-59.284,7.103
50,CHEMBL209310,1,-100.77462,-6.3921137,19.014404,-12.25977,-47.31266,-155.51625,19.015959,-12.25977,-47.313538,-21.048819,19.013758,-12.25977,-47.311722,-8.6364241,18.88158,-9.850009,-48.440922,-2.4782546,-4.7819028,-2.4782546,50.8186,1.679,46.5652,-5.1537,-9.7338,102.2087,0.975,-106.3284,1.6604,-12.8812,-1,-94.5623,0.3407,41.8404,45.93,0.1518,3.9378,-229.65,34.215,0.1939,1.051,-35.4599,0.921,287.6338,2.6365,-9.01,-0.25,-0.826,-1.966,-9.01,-3.928,-0.286,-1.5,-53.94,-9.179,0.833,-0.055,-93.988,-63.119,12.045
51,CHEMBL209815,1,-76.672348,-5.2705364,-27.838671,-11.117521,-43.521919,-109.00126,-27.838911,-11.117521,-43.519619,-17.205734,-27.83695,-11.117521,-43.524403,-7.8659115,-27.783522,-9.9864073,-45.258835,-2.5394824,-50.869888,-2.5394824,20.2599,0.0612,42.0092,-12.7303,-24.8336,69.6655,0.768,-69.2906,3.1209,-2.2456,-0.9902,-67.1177,0.2523,26.4835,30.486,1.0368,2.9657,-152.43,21.8456,1.0722,0.2021,-23.1199,0,205.0009,2.4786,-8.208,-0.235,-0.767,-1.802,-8.208,-3.279,-0.604,-0.472,-44.638,-13.904,0.545,-0.08,-87.115,-58.542,9.678
52,CHEMBL209815,1,-88.764923,-6.8947344,-27.472198,-13.391266,-42.435654,-126.2083,-27.472517,-13.391266,-42.43787,-20.943863,-27.471472,-13.391266,-42.434105,-8.4283552,-27.392151,-10.007928,-44.794586,-2.5394824,-49.641647,-2.5394824,5.0903,12.0786,39.1455,-12.7421,-48.0713,86.3855,2.984,-78.8738,2.8289,-2.6891,-2,-76.2136,1.6229,28.066,39.666,5.4451,6.1548,-198.33,34.5074,6.1932,1.9599,-42.6605,2.8756,289.9243,2.4786,-7.523,-0.215,-0.703,-1.652,-7.523,-2.601,-0.361,-0.581,-43.728,-13.429,0.381,-0.16,-90.166,-57.157,8.169
53,CHEMBL210264,1,-79.518959,-6.7370086,-42.576527,-12.462209,-36.21867,-129.9395,-42.576565,-12.462209,-36.219658,-20.80304,-42.576351,-12.462209,-36.21862,-7.6598439,-42.589645,-11.681304,-36.528103,-2.8813658,-46.62228,-2.8813658,41.3289,6,38.7966,-11.207,-6.8094,87.3501,0,-91.1853,2.124,-9.4068,0,-84.2752,0.0467,33.6497,39.196,0.1625,5.3837,-195.98,33.1128,0.2755,1.4355,-34.8238,0.7943,266.5305,1.7551,-8.329,-0.287,-0.882,-1.907,-8.329,-3.093,0,-2.449,-43.596,-8.662,0.737,-0.045,-83.425,-52.258,3.06
54,CHEMBL210264,1,-90.676567,-7.0268607,-40.85527,-13.249809,-48.302437,-142.29204,-40.851223,-13.249809,-48.304771,-22.287123,-40.854202,-13.249809,-48.302277,-8.0169125,-40.738331,-11.485534,-49.61105,-2.8813658,-46.621983,-2.8813658,46.994,6.597,41.5047,-4.4653,-12.2067,92.2706,1,-97.0002,1.654,-7.0487,-1,-90.4501,0.0754,35.6306,40.504,0.3804,4.493,-202.52,36.1045,1.3085,0.6255,-38.0385,0.9947,288.2848,1.7551,-9.729,-0.335,-1.031,-2.228,-9.729,-4.313,-0.2,-2.205,-43.625,-9.862,0.737,-0.086,-89.292,-53.488,9.688
55,CHEMBL210741,1,-72.925926,-6.6792459,9.8842459,-12.213351,-42.882442,-120.32891,9.8801956,-12.213351,-42.879547,-20.241224,9.8842669,-12.213351,-42.882469,-8.14363,9.8381243,-11.093949,-42.959183,-2.8813658,-8.2639608,-2.8813658,21.2841,0.9486,44.7302,-13.2722,-27.8963,89.4376,0,-92.301,2.4597,-5.9596,0,-87.8121,0.1741,34.2256,39.412,0.0921,5.0944,-197.06,33.3817,0.5989,0.7391,-34.7197,0.7535,266.9865,1.7634,-7.976,-0.257,-0.808,-1.799,-7.976,-3.158,0,-2.164,-44.569,-6.861,0.646,-0.044,-74.191,-51.43,13.168
56,CHEMBL210741,1,-82.67926,-6.915647,2.6952364,-13.997279,-41.137535,-139.63332,2.6925387,-13.997279,-41.135315,-22.092606,2.6968801,-13.997279,-41.138386,-8.2942848,2.6671376,-10.490597,-41.502068,-2.8813658,-9.2016306,-2.8813658,27.9129,0,39.7205,-7.947,-18.7558,81.3067,0,-81.7131,0.6425,-5.8673,-1,-77.1773,0.3051,27.6723,33.976,0.0246,6.2791,-169.88,31.2665,1.9831,1.9587,-35.2083,1.8527,239.7828,1.7634,-9.123,-0.294,-0.924,-2.057,-9.123,-4.167,-0.1,-1.871,-45.918,-8.575,0.646,-0.049,-83.502,-54.493,15.215
57,CHEMBL213184,1,-81.793648,-7.861043,72.870705,-13.476993,-32.958241,-150.7859,72.868919,-13.476993,-32.964985,-22.952843,72.871223,-13.476993,-32.952763,-7.8345604,72.896713,-10.078708,-33.322628,-2.5805521,43.32061,-2.5805521,47.4672,7.5697,49.8155,-13.9795,-14.6192,82.57,2,-82.4948,2.7988,0.8217,-2.2039,-82.8194,0.3047,20.0397,23.528,0.037,3.4513,-117.64,25.9244,0.0701,0.0714,-26.066,0.9919,200.5674,2.4193,-7.009,-0.195,-0.643,-1.529,-7.009,-2.954,-0.391,-0.631,-42.921,-8.522,0.505,-0.114,-81.256,-51.443,7.901
58,CHEMBL213184,1,-60.050995,-6.9388065,66.956635,-12.629221,-37.002811,-128.41127,66.956055,-12.629221,-37.001713,-19.60729,66.961327,-12.629221,-37.003231,-8.1552029,66.95031,-9.8740816,-38.247032,-2.5805521,44.769718,-2.5805521,-6.5468,0.0339,29.5922,-11.3649,-35.9051,60.3456,2,-55.0158,3.2961,-6.7785,-2,-47.7657,0.2179,27.8133,37.88,3.4627,6.604,-189.4,30.8215,3.4208,2.1728,-36.4151,1.9493,261.692,2.4193,-7.036,-0.195,-0.645,-1.535,-7.036,-3.954,0,-0.71,-40.27,-6.937,0.722,-0.04,-69.305,-47.207,9.015
59,CHEMBL213686,1,-88.588478,-5.8329983,-47.369858,-11.199876,-40.212543,-120.4137,-47.351147,-11.199876,-40.221737,-18.927649,-47.36282,-11.199876,-40.214821,-7.8452816,-47.348488,-9.7539797,-41.252224,-2.5394824,-57.522007,-2.5394824,-18.8057,0.0888,36.711,-10.5548,-58.8173,71.3766,0,-72.4443,2.8936,-0.0036,0,-74.8488,1.2458,29.2958,40.314,2.1097,8.9085,-201.57,26.9014,1.9115,5.6551,-34.468,1,272.4025,2.4309,-7.85,-0.224,-0.734,-1.723,-7.85,-4.034,-0.2,-0.829,-44.949,-7.571,0.67,-0.075,-82.487,-52.52,7.908
60,CHEMBL213686,1,-65.507652,-7.1503267,-23.934668,-14.025722,-35.325714,-134.06299,-23.935516,-14.025722,-35.324139,-20.343231,-23.933384,-14.025722,-35.326565,-7.8628149,-23.569584,-10.61259,-36.487225,-2.5394824,-54.138836,-2.5394824,13.6017,7.7818,37.7943,-11.779,-34.3682,80.4216,2,-77.0228,3.1082,-3.8835,-1,-74.0388,1.8184,23.0934,38.714,8.1901,7.4305,-193.57,32.5041,8.1896,2.4178,-43.1115,2.9346,291.0523,2.4309,-7.146,-0.204,-0.668,-1.569,-7.146,-3.531,0,-0.805,-42.987,-8.375,0.67,-0.076,-75.454,-51.362,7.449
61,CHEMBL228369,1,-70.963623,-5.2672949,31.748125,-10.712984,-38.365143,-110.95158,31.748079,-10.712984,-38.364906,-20.299324,31.748922,-10.712984,-38.364826,-7.7899098,31.683722,-9.6898746,-39.124863,-2.6636915,21.80057,-2.6636915,48.6168,1.3854,43.0192,-7.6142,-4.3059,73.0661,0.8288,-71.4579,1.9712,-1.1135,-0.8933,-71.562,0.0952,22.2645,26.568,0.332,3.9716,-132.84,29.7122,0.3522,2.0096,-32.074,0.6567,232.3979,1.0897,-6.697,-0.279,-0.805,-1.603,-6.697,-3.671,0,-1.454,-38.603,-2.478,0.731,-0.001,-50.986,-41.081,11.091
62,CHEMBL232133,1,-73.570183,-4.9628081,57.443344,-14.377167,-32.945957,-112.42635,57.439541,-14.377167,-32.941414,-17.035456,57.441013,-14.377167,-32.944065,-7.6340957,57.278362,-12.779474,-33.700935,-2.6656096,45.207203,-2.6656096,35.7623,0,37.6414,-3.277,-12.7176,83.4557,0.992,-80.7394,1.9878,-5.2099,-1,-75.1555,0.0503,36.8661,41.782,0.4225,4.4933,-208.91,34.9984,1.3512,1.2991,-37.6488,1.9489,280.6063,2.8014,-7.723,-0.257,-0.8,-1.755,-7.723,-3.858,-0.175,-1.609,-41.244,-4.161,0.641,-0.036,-66.043,-45.404,11.313
63,CHEMBL239414,1,-77.735603,-6.9997745,20.345774,-12.331554,-53.542805,-149.27486,20.346617,-12.331554,-53.543434,-22.674946,20.346979,-12.331554,-53.542603,-8.650795,20.328173,-9.700367,-53.833866,-2.8472619,17.162296,-2.8472619,37.3919,0,42.2494,-4.5282,-16.1728,94.2322,0,-102.5881,1.3215,-9.0744,0,-95.6624,0.1502,35.7449,39,0.0495,3.2056,-195,34.7674,0.1016,0.305,-35.174,0,288.5094,1.5866,-8.709,-0.256,-0.83,-1.924,-8.709,-4.158,0,-1.83,-52.28,-4.398,0.552,0,-83.377,-56.678,5.994
64,CHEMBL239414,1,-93.424835,-7.3041596,23.855875,-12.912708,-54.338131,-144.14075,23.855778,-12.912708,-54.338703,-22.804686,23.855053,-12.912708,-54.333294,-8.5917616,23.857571,-11.128884,-54.862617,-2.8472619,19.923643,-2.8472619,35.7848,0,43.2996,-5.5959,-18.1563,94.1169,0,-101.9741,1.486,-8.643,0,-96.1675,0.0956,38.8397,42.196,0.0408,3.3156,-210.98,36.8671,0.5323,1.1513,-38.5507,0.9631,291.1669,1.6456,-8.976,-0.264,-0.855,-1.983,-8.976,-4.157,0,-1.674,-51.91,-6.882,0.55,-0.067,-94.212,-58.791,5.597
65,CHEMBL239415,1,-65.678581,-6.6913505,62.113907,-12.086391,-47.402222,-135.45108,62.115303,-12.086391,-47.403385,-22.322943,62.113632,-12.086391,-47.402431,-8.228219,62.117214,-10.757803,-47.807346,-2.8472619,55.267006,-2.8472619,47.2614,0.7692,40.4295,-3.8531,-5.2452,90.9573,0,-97.1755,1.3226,-9.2112,0,-89.6983,0.098,36.1782,39.172,0.0437,2.9501,-195.86,34.2102,0.092,0.5396,-34.8418,0,283.5985,1.4919,-8.848,-0.285,-0.897,-1.995,-8.848,-4.142,-0.122,-1.975,-48.796,-4.745,0.543,0,-79.921,-53.542,4.883
66,CHEMBL239415,1,-94.619888,-7.0811658,81.775833,-13.76433,-42.305141,-120.7544,81.776169,-13.76433,-42.305752,-23.587166,81.773376,-13.76433,-42.303272,-8.3505888,81.631195,-10.665866,-42.191647,-2.8472619,60.298908,-2.8472619,22.6429,0.5893,40.8976,-2.2474,-31.9331,90.8116,0,-97.9736,1.4972,-9.8215,0,-90.5191,0.1332,37.5408,41.54,0.3121,3.6871,-207.7,36.1468,0.0134,1.3972,-37.5574,0.9883,280.3853,1.5736,-9.324,-0.301,-0.945,-2.103,-9.324,-4.184,-0.068,-2.201,-48.099,-6.508,0.541,-0.031,-90.155,-54.607,4.258
67,CHEMBL240497,1,-99.830322,-6.7720022,72.247025,-12.946534,-39.803391,-123.91327,72.244583,-12.946534,-39.802944,-22.703079,72.244843,-12.946534,-39.803291,-8.2216568,72.169762,-11.520942,-40.318806,-2.7980361,54.832996,-2.7980361,21.8664,1.828,40.8309,-3.2697,-32.8344,79.3126,1,-79.8426,1.9241,-7.0303,-1,-72.9395,0.0999,38.0988,42,0.6823,3.219,-210,37.7038,0.6728,0.7751,-39.1517,0.9826,293.8538,1.559,-9.336,-0.292,-0.926,-2.091,-9.336,-4.177,0,-2.109,-47.727,-7.529,0.514,-0.049,-88.445,-55.256,7.37
68,CHEMBL240497,1,-71.723,-6.74297,62.123962,-11.732206,-48.684719,-145.67123,62.12986,-11.732206,-48.687889,-22.89155,62.127705,-11.732206,-48.68642,-8.1779604,62.39365,-10.203194,-49.684879,-2.7980361,57.357616,-2.7980361,30.3352,1.0653,40.2919,-5.3725,-20.7589,90.7186,0.5351,-98.0469,1.1303,-9.8277,-1,-89.0419,0.1172,37.0048,40.634,0.1438,3.4854,-203.17,36.7795,0.352,0.8974,-38.0289,0.6347,292.4739,1.4807,-8.48,-0.265,-0.841,-1.899,-8.48,-4.194,0,-1.908,-47.933,-3.326,0.517,0,-75.485,-51.258,3.394
69,CHEMBL240498,1,-90.937416,-6.7042999,43.65461,-11.910305,-50.111332,-136.71144,43.655586,-11.910305,-50.112774,-22.42609,43.654629,-11.910305,-50.111351,-8.335722,43.675312,-11.02995,-50.778725,-2.8472619,41.983089,-2.8472619,43.5862,0.8535,40.5945,-5.9655,-7.1192,87.4586,0,-93.683,2.3989,-8.0902,0,-86.9326,0.1259,38.6287,41.568,0.2827,2.6565,-207.84,34.6175,0.413,0.5551,-35.5856,0,291.2899,1.5529,-8.878,-0.296,-0.92,-2.017,-8.878,-4.165,0,-2.073,-46.337,-5.519,0.572,-0.068,-77.922,-51.856,3.67
70,CHEMBL240498,1,-101.80288,-6.9806452,17.638542,-12.062268,-46.102242,-148.29839,17.638742,-12.062268,-46.102982,-23.10891,17.638357,-12.062268,-46.102421,-7.8833222,17.665295,-11.839193,-46.557594,-2.8472619,8.9894381,-2.8472619,18.7289,4.8653,40.4131,-5.0373,-36.6672,88.96,1,-97.3144,1.7306,-8.038,-1,-89.237,0.0932,37.6661,42.082,0.0553,4.3606,-210.41,36.527,0.3462,1.728,-38.6012,0.9896,290.9831,1.652,-9.436,-0.315,-0.977,-2.144,-9.436,-4.17,0,-2.305,-46.804,-7.65,0.57,-0.043,-89.733,-54.454,4.569
71,CHEMBL240704,1,-93.475639,-7.2887683,25.105473,-12.7627,-44.439178,-121.73311,25.10462,-12.7627,-44.43996,-22.873594,25.105867,-12.7627,-44.439762,-8.2908678,25.108637,-11.424855,-45.077007,-2.7980361,17.637411,-2.7980361,44.2408,0.1776,42.1191,-4.1687,-9.6818,92.4401,0,-101.7532,1.5335,-8.5444,0,-95.3346,0.0885,36.9195,42.014,0.5218,4.5726,-210.07,36.2506,0.5445,2.0895,-38.8846,0.9966,291.8472,1.5899,-9.389,-0.303,-0.951,-2.117,-9.389,-4.145,0,-2.19,-48.625,-7.313,0.536,-0.062,-90.46,-55.938,6.643
72,CHEMBL240704,1,-85.086861,-6.9766107,33.043915,-11.870408,-48.840672,-133.17836,33.042736,-11.870408,-48.83659,-22.213911,33.042164,-11.870408,-48.835712,-8.4951963,33.062275,-9.9926338,-49.0504,-2.7980361,26.997772,-2.7980361,43.1833,0.2893,40.8896,-5.2821,-8.0472,93.0682,0,-100.9974,1.6594,-8.6506,0,-95.5092,0.1081,36.8236,39.662,0.0815,2.7569,-198.31,34.0695,0.0708,0.4107,-34.551,0,281.3864,1.5044,-8.82,-0.285,-0.894,-1.989,-8.82,-4.327,0,-1.979,-47.834,-4.408,0.539,0,-79.005,-52.242,3.008
73,CHEMBL241754,1,-94.157433,-6.6755505,-33.832561,-13.481023,-46.398952,-143.24361,-33.832268,-13.481023,-46.40028,-22.221737,-33.833115,-13.481023,-46.39669,-7.7779083,-33.85474,-11.986202,-47.246742,-2.83214,-44.857922,-2.83214,50.4214,6.054,39.938,-3.7046,-6.8426,85.663,0.992,-87.732,1.7422,-8.4303,-1,-79.6961,0.099,36.1856,40.272,0.0237,4.0627,-201.36,36.2682,0.8177,1.9138,-38.9997,1.8757,271.4443,1.7594,-9.29,-0.357,-1.059,-2.182,-9.29,-4.074,0,-2.364,-43.076,-8.335,0.596,-0.045,-85.378,-51.412,7.11
74,CHEMBL242181,1,-59.781635,-4.8276253,-154.13681,-12.202389,-30.713305,-116.98132,-154.13696,-12.202389,-30.71454,-17.032938,-154.13647,-12.202389,-30.714983,-7.2547727,-154.11676,-11.243992,-30.989397,-3.0481589,-164.9987,-3.0481589,31.2185,0.4607,27.3898,-1.7539,-5.1493,44.1035,0,-44.212,0.5742,-6.3517,-1,-37.5914,0.3606,24.9773,27.774,0.4289,2.3678,-138.87,23.3564,3.0986,0.7135,-27.1685,1.7614,135.0898,0,-5.771,-0.262,-0.735,-1.411,-5.771,-1.341,-0.16,-2.219,-31.155,-4.569,0.348,-0.155,-49.509,-35.724,1.326
75,CHEMBL242182,1,-58.129723,-3.3813434,-174.55324,-11.426529,-25.694286,-115.24332,-174.55022,-11.426529,-25.697008,-17.115608,-174.5526,-11.426529,-25.69595,-6.7062535,-174.61649,-10.339737,-25.81044,-3.0481589,-191.40366,-3.0481589,18.8476,3.2923,15.9412,-1.3897,-4.9741,45.5258,1.488,-41.6583,0.8192,-2.684,-1.4602,-38.0556,0.2476,19.0663,25.742,4.4273,2.2484,-128.71,25.1027,6.121,0.6098,-31.8335,1.802,173.8021,0,-5.346,-0.243,-0.681,-1.307,-5.346,-0.574,-0.239,-1.225,-28.718,-12.194,0.364,-0.407,-51.798,-40.912,6.124
76,CHEMBL243668,1,-71.60067,-5.8011913,-48.647171,-11.820024,-32.364811,-120.7844,-48.644775,-11.820024,-32.367195,-16.590618,-48.647552,-11.820024,-32.364002,-6.9060283,-48.536533,-11.025555,-33.249104,-2.9493291,-59.893707,-2.9493291,36.0819,0.224,30.3957,-4.0921,-1.8441,52.662,1.4399,-49.5914,1.9764,-3.4514,-2,-45.667,0.4637,22.7199,24.702,0,1.9821,-123.51,21.8574,0.957,0.1104,-22.9248,0.9539,121.8711,0,-5.322,-0.253,-0.699,-1.316,-5.322,-1.476,0,-2.47,-29.199,-1.711,0.413,-0.072,-41.799,-30.91,0.325
77,CHEMBL243669,1,-59.500591,-6.2426357,-113.25762,-11.91411,-29.026308,-99.994118,-113.26034,-11.91411,-29.027346,-15.856942,-113.25745,-11.91411,-29.026293,-7.1726093,-113.45628,-10.351525,-28.999668,-2.959887,-117.02458,-2.959887,28.443,5.8654,20.928,-1.8316,-4.3667,46.2369,1,-43.5523,1.8007,-2.9295,-1,-40.0185,0.1768,19.5816,22.824,0.1198,3.1227,-114.12,23.026,2.6284,1.1824,-26.8368,1.9947,125.5932,0,-5.91,-0.269,-0.753,-1.445,-5.91,-1.435,-0.147,-2.338,-30.846,-4.448,0.338,-0.118,-48.418,-35.293,1.68
78,CHEMBL243669,1,-60.759556,-4.7102413,-62.32243,-11.462739,-29.85026,-110.55225,-62.319317,-11.462739,-29.85404,-15.506738,-62.320919,-11.462739,-29.8503,-7.0989699,-62.286015,-9.9773178,-29.024773,-2.959887,-68.013611,-2.959887,30.7234,10,19.0469,-5.0522,-0.4139,42.0745,2,-37.9939,0.8221,-5.1332,-1,-33.3711,1.2805,24.4815,25.322,0.0429,0.7976,-126.61,23.86,1.8726,0.2041,-25.9367,1.8522,121.9691,0,-5.853,-0.266,-0.746,-1.431,-5.853,-1.405,-0.2,-2.473,-27.787,-4.836,0.339,0,-45.043,-32.623,0.209
79,CHEMBL244329,1,-92.305252,-5.0622735,-277.73364,-13.09262,-29.213036,-127.56322,-277.73456,-13.09262,-29.212252,-15.296894,-277.73227,-13.09262,-29.212618,-7.2653127,-277.76633,-12.762126,-29.858534,-3.0973849,-279.61761,-3.0973849,32.557,1.018,25.6135,-3.0485,-0.6311,34.3657,2,-40.3175,1.6984,-2.9679,-2.7902,-33.9874,0.3799,23.7069,25.898,0.1501,2.041,-129.49,22.7021,0.1898,0.447,-23.3389,0.9987,124.129,0,-4.516,-0.181,-0.528,-1.071,-4.516,-0.076,-0.304,-0.83,-26.136,-12.532,0.271,-0.391,-47.88,-38.668,4.982
80,CHEMBL246000,1,-74.730682,-6.3453178,95.924477,-11.908994,-41.010593,-125.93087,95.92205,-11.908994,-41.010559,-18.654108,95.924988,-11.908994,-41.011749,-7.9191732,95.859146,-10.063488,-41.361774,-2.5594783,78.093826,-2.5594783,34.6038,0,44.2961,-12.5058,-13.7975,96.4775,0,-100.6991,2.707,-10.9974,0,-91.4662,0.7308,37.8609,40.616,0.1086,2.6465,-203.08,32.9609,0.3431,0.6419,-33.9459,0,285.4738,1.9276,-6.917,-0.203,-0.659,-1.528,-6.917,-2.332,-0.163,-1.719,-45.041,-7.283,0.739,-0.097,-73.729,-52.324,13.736
